disp_id;client_id;account_id;type
1637;1637;1350;o
1638;1638;1351;o
1639;1639;1352;o
1640;1640;1353;o
1641;1641;1354;o
1642;1642;1355;o
1643;1643;1356;o
1644;1644;1357;o
1645;1645;1358;o
1646;1646;1359;o
1647;1647;1360;o
1648;1648;1361;o
1649;1649;1361;d
1650;1650;1362;o
1651;1651;1363;o
1653;1653;1365;o
1654;1654;1366;o
1655;1655;1367;o
1656;1656;1368;o
1657;1657;1369;o
1658;1658;1370;o
1659;1659;1371;o
1660;1660;1372;o
1661;1661;1373;o
1662;1662;1374;o
1663;1663;1375;o
1664;1664;1376;o
1665;1665;1376;d
1666;1666;1377;o
1667;1667;1377;d
1668;1668;1378;o
1669;1669;1379;o
1670;1670;1380;o
1671;1671;1381;o
1672;1672;1381;d
1673;1673;1382;o
1674;1674;1383;o
1675;1675;1384;o
1676;1676;1385;o
1677;1677;1385;d
1679;1679;1387;o
1680;1680;1388;o
1681;1681;1389;o
1682;1682;1390;o
1683;1683;1391;o
1684;1684;1391;d
1685;1685;1392;o
1686;1686;1393;o
1687;1687;1393;d
1688;1688;1394;o
1689;1689;1395;o
1690;1690;1396;o
1691;1691;1397;o
1692;1692;1398;o
1693;1693;1399;o
1694;1694;1399;d
1696;1696;1401;o
1697;1697;1402;o
1698;1698;1402;d
1699;1699;1403;o
1700;1700;1404;o
1701;1701;1404;d
1702;1702;1405;o
1703;1703;1406;o
1704;1704;1406;d
1705;1705;1407;o
1706;1706;1407;d
1707;1707;1408;o
1709;1709;1410;o
1710;1710;1411;o
1711;1711;1412;o
1712;1712;1412;d
1713;1713;1413;o
1714;1714;1414;o
1717;1717;1416;o
1718;1718;1417;o
1719;1719;1418;o
1720;1720;1419;o
1721;1721;1419;d
1722;1722;1420;o
1723;1723;1421;o
1724;1724;1422;o
1725;1725;1423;o
1726;1726;1423;d
1727;1727;1424;o
1728;1728;1424;d
1729;1729;1425;o
1730;1730;1426;o
1731;1731;1427;o
1733;1733;1429;o
1734;1734;1430;o
1735;1735;1430;d
1736;1736;1431;o
1737;1737;1432;o
1738;1738;1432;d
1741;1741;1434;o
1742;1742;1435;o
1743;1743;1436;o
1744;1744;1437;o
1745;1745;1438;o
1746;1746;1439;o
1747;1747;1439;d
1748;1748;1440;o
1749;1749;1441;o
1750;1750;1442;o
1751;1751;1443;o
1752;1752;1444;o
1753;1753;1445;o
1754;1754;1446;o
1755;1755;1447;o
1756;1756;1448;o
1757;1757;1448;d
1758;1758;1449;o
1759;1759;1450;o
1760;1760;1451;o
1761;1761;1452;o
1762;1762;1453;o
1763;1763;1454;o
1764;1764;1455;o
1765;1765;1456;o
1768;1768;1458;o
1769;1769;1459;o
1770;1770;1459;d
1771;1771;1460;o
1772;1772;1461;o
1774;1774;1463;o
1775;1775;1464;o
1776;1776;1465;o
1777;1777;1466;o
1778;1778;1466;d
1779;1779;1467;o
1780;1780;1468;o
1781;1781;1469;o
1782;1782;1470;o
1783;1783;1471;o
1784;1784;1472;o
1785;1785;1473;o
1786;1786;1474;o
1787;1787;1474;d
1788;1788;1475;o
1789;1789;1476;o
1790;1790;1477;o
1791;1791;1478;o
1792;1792;1479;o
1793;1793;1480;o
1794;1794;1481;o
1795;1795;1482;o
1796;1796;1483;o
1797;1797;1483;d
1798;1798;1484;o
1799;1799;1485;o
1800;1800;1486;o
1801;1801;1487;o
1802;1802;1487;d
1803;1803;1488;o
1806;1806;1490;o
1807;1807;1491;o
1808;1808;1491;d
1809;1809;1492;o
1810;1810;1493;o
1811;1811;1494;o
1812;1812;1495;o
1813;1813;1495;d
1814;1814;1496;o
1815;1815;1497;o
1816;1816;1498;o
1817;1817;1499;o
1818;1818;1499;d
1819;1819;1500;o
1820;1820;1501;o
1821;1821;1502;o
1822;1822;1503;o
1823;1823;1504;o
1824;1824;1505;o
1825;1825;1506;o
1826;1826;1507;o
1827;1827;1507;d
1828;1828;1508;o
1829;1829;1509;o
1830;1830;1510;o
1831;1831;1511;o
1832;1832;1512;o
1833;1833;1513;o
1834;1834;1514;o
1835;1835;1514;d
1836;1836;1515;o
1837;1837;1516;o
1838;1838;1516;d
1839;1839;1517;o
1840;1840;1517;d
1841;1841;1518;o
1842;1842;1519;o
1843;1843;1520;o
1844;1844;1521;o
1845;1845;1521;d
1846;1846;1522;o
1847;1847;1523;o
1848;1848;1524;o
1849;1849;1525;o
1850;1850;1526;o
1851;1851;1527;o
1852;1852;1528;o
1853;1853;1529;o
1854;1854;1530;o
1856;1856;1532;o
1857;1857;1532;d
1860;1860;1534;o
1861;1861;1535;o
1862;1862;1536;o
1863;1863;1537;o
1864;1864;1538;o
1865;1865;1538;d
1866;1866;1539;o
1867;1867;1540;o
1868;1868;1541;o
1869;1869;1542;o
1870;1870;1542;d
1871;1871;1543;o
1872;1872;1544;o
1873;1873;1544;d
1874;1874;1545;o
1875;1875;1546;o
1876;1876;1547;o
1877;1877;1548;o
1878;1878;1548;d
1879;1879;1549;o
1880;1880;1550;o
1881;1881;1551;o
1882;1882;1551;d
1883;1883;1552;o
1884;1884;1553;o
1885;1885;1554;o
1886;1886;1555;o
1887;1887;1556;o
1888;1888;1557;o
1889;1889;1558;o
1890;1890;1559;o
1891;1891;1560;o
1892;1892;1561;o
1893;1893;1561;d
1894;1894;1562;o
1895;1895;1563;o
1896;1896;1564;o
1897;1897;1565;o
1898;1898;1566;o
1899;1899;1567;o
1900;1900;1568;o
1901;1901;1568;d
1903;1903;1570;o
1904;1904;1571;o
1905;1905;1572;o
1906;1906;1573;o
1907;1907;1574;o
1908;1908;1575;o
1909;1909;1576;o
1910;1910;1577;o
1911;1911;1578;o
1912;1912;1579;o
1913;1913;1580;o
1914;1914;1581;o
1915;1915;1581;d
1916;1916;1582;o
1917;1917;1583;o
1919;1919;1584;o
1920;1920;1585;o
1921;1921;1586;o
1922;1922;1586;d
1923;1923;1587;o
1924;1924;1588;o
1925;1925;1589;o
1926;1926;1589;d
1927;1927;1590;o
1928;1928;1590;d
1929;1929;1591;o
1930;1930;1592;o
1931;1931;1593;o
1932;1932;1594;o
1934;1934;1596;o
1935;1935;1597;o
1936;1936;1598;o
1937;1937;1598;d
1938;1938;1599;o
1939;1939;1600;o
1940;1940;1600;d
1941;1941;1601;o
1942;1942;1601;d
1943;1943;1602;o
1944;1944;1603;o
1945;1945;1604;o
1946;1946;1605;o
1947;1947;1606;o
1948;1948;1607;o
1949;1949;1607;d
1950;1950;1608;o
1951;1951;1609;o
1952;1952;1610;o
1953;1953;1610;d
1954;1954;1611;o
1955;1955;1612;o
1956;1956;1613;o
1957;1957;1614;o
1958;1958;1614;d
1959;1959;1615;o
1960;1960;1616;o
1961;1961;1617;o
1962;1962;1618;o
1963;1963;1619;o
1964;1964;1620;o
1965;1965;1621;o
1966;1966;1622;o
1967;1967;1623;o
1968;1968;1623;d
1969;1969;1624;o
1970;1970;1625;o
1971;1971;1626;o
1972;1972;1627;o
1973;1973;1628;o
1974;1974;1629;o
1975;1975;1629;d
1976;1976;1630;o
1977;1977;1631;o
1978;1978;1632;o
1979;1979;1633;o
1980;1980;1634;o
1981;1981;1635;o
1982;1982;1636;o
1983;1983;1636;d
1984;1984;1637;o
1985;1985;1638;o
1986;1986;1638;d
1988;1988;1640;o
1989;1989;1641;o
1990;1990;1641;d
1991;1991;1642;o
1993;1993;1644;o
1994;1994;1644;d
1995;1995;1645;o
1996;1996;1646;o
1997;1997;1647;o
1998;1998;1648;o
1999;1999;1649;o
2000;2000;1650;o
2001;2001;1651;o
2002;2002;1652;o
2003;2003;1652;d
2004;2004;1653;o
2005;2005;1654;o
2006;2006;1655;o
2007;2007;1655;d
2008;2008;1656;o
2009;2009;1657;o
2010;2010;1658;o
2011;2011;1659;o
2012;2012;1659;d
2013;2013;1660;o
2015;2015;1662;o
2016;2016;1663;o
2017;2017;1663;d
2018;2018;1664;o
2019;2019;1665;o
2020;2020;1665;d
2021;2021;1666;o
2022;2022;1667;o
2023;2023;1667;d
2024;2024;1668;o
2025;2025;1669;o
2026;2026;1669;d
2027;2027;1670;o
2028;2028;1670;d
2029;2029;1671;o
2030;2030;1672;o
2031;2031;1673;o
2032;2032;1674;o
2033;2033;1674;d
2034;2034;1675;o
2035;2035;1675;d
2037;2037;1677;o
2038;2038;1678;o
2039;2039;1679;o
2040;2040;1680;o
2041;2041;1681;o
2042;2042;1682;o
2043;2043;1683;o
2044;2044;1684;o
2045;2045;1685;o
2046;2046;1685;d
2047;2047;1686;o
2048;2048;1687;o
2049;2049;1688;o
2050;2050;1688;d
2051;2051;1689;o
2052;2052;1689;d
2053;2053;1690;o
2054;2054;1691;o
2055;2055;1692;o
2056;2056;1693;o
2057;2057;1694;o
2058;2058;1695;o
2059;2059;1696;o
2060;2060;1696;d
2061;2061;1697;o
2062;2062;1697;d
2063;2063;1698;o
2064;2064;1699;o
2065;2065;1700;o
2066;2066;1701;o
2067;2067;1702;o
2068;2068;1703;o
2069;2069;1704;o
2070;2070;1705;o
2071;2071;1706;o
2072;2072;1707;o
2073;2073;1708;o
2074;2074;1709;o
2075;2075;1710;o
2076;2076;1711;o
2077;2077;1712;o
2078;2078;1713;o
2079;2079;1714;o
2080;2080;1715;o
2081;2081;1716;o
2082;2082;1717;o
2083;2083;1718;o
2084;2084;1719;o
2085;2085;1719;d
2086;2086;1720;o
2087;2087;1721;o
2088;2088;1722;o
2089;2089;1723;o
2090;2090;1723;d
2091;2091;1724;o
2092;2092;1725;o
2093;2093;1726;o
2094;2094;1726;d
2095;2095;1727;o
2096;2096;1728;o
2097;2097;1729;o
2098;2098;1729;d
2099;2099;1730;o
2100;2100;1731;o
2101;2101;1731;d
2102;2102;1732;o
2103;2103;1733;o
2104;2104;1734;o
2105;2105;1735;o
2106;2106;1736;o
2107;2107;1736;d
2108;2108;1737;o
2109;2109;1738;o
2110;2110;1739;o
2111;2111;1740;o
2112;2112;1741;o
2113;2113;1742;o
2114;2114;1743;o
2115;2115;1743;d
2116;2116;1744;o
2117;2117;1745;o
2118;2118;1746;o
2119;2119;1747;o
2121;2121;1749;o
2122;2122;1750;o
2123;2123;1751;o
2124;2124;1752;o
2125;2125;1753;o
2126;2126;1754;o
2128;2128;1756;o
2129;2129;1757;o
2130;2130;1758;o
2131;2131;1759;o
2132;2132;1759;d
2133;2133;1760;o
2134;2134;1760;d
2135;2135;1761;o
2136;2136;1762;o
2137;2137;1763;o
2138;2138;1764;o
2139;2139;1765;o
2140;2140;1765;d
2141;2141;1766;o
2142;2142;1767;o
2143;2143;1767;d
2144;2144;1768;o
2145;2145;1769;o
2146;2146;1770;o
2147;2147;1771;o
2148;2148;1772;o
2149;2149;1773;o
2150;2150;1774;o
2151;2151;1774;d
2152;2152;1775;o
2153;2153;1776;o
2154;2154;1777;o
2155;2155;1778;o
2156;2156;1779;o
2157;2157;1780;o
2158;2158;1781;o
2159;2159;1782;o
2160;2160;1783;o
2161;2161;1784;o
2162;2162;1784;d
2163;2163;1785;o
2164;2164;1786;o
2165;2165;1786;d
2166;2166;1787;o
2167;2167;1788;o
2168;2168;1789;o
2169;2169;1789;d
2170;2170;1790;o
2171;2171;1791;o
2172;2172;1792;o
2173;2173;1793;o
2174;2174;1794;o
2175;2175;1795;o
2176;2176;1796;o
2177;2177;1797;o
2178;2178;1798;o
2179;2179;1799;o
2180;2180;1800;o
2181;2181;1801;o
2182;2182;1802;o
2183;2183;1802;d
2184;2184;1803;o
2185;2185;1804;o
2186;2186;1805;o
2187;2187;1806;o
2188;2188;1806;d
2189;2189;1807;o
2190;2190;1808;o
2191;2191;1808;d
2192;2192;1809;o
2193;2193;1809;d
2194;2194;1810;o
2195;2195;1811;o
2196;2196;1812;o
2197;2197;1813;o
2198;2198;1814;o
2199;2199;1814;d
2200;2200;1815;o
2201;2201;1816;o
2202;2202;1816;d
2203;2203;1817;o
2204;2204;1818;o
2205;2205;1819;o
2206;2206;1820;o
2207;2207;1821;o
2208;2208;1821;d
2209;2209;1822;o
2210;2210;1822;d
2211;2211;1823;o
2212;2212;1824;o
2213;2213;1825;o
2214;2214;1826;o
2215;2215;1827;o
2216;2216;1828;o
2217;2217;1828;d
2218;2218;1829;o
2219;2219;1829;d
2220;2220;1830;o
2221;2221;1830;d
2222;2222;1831;o
2223;2223;1832;o
2224;2224;1833;o
2225;2225;1834;o
2226;2226;1835;o
2227;2227;1836;o
2228;2228;1837;o
2229;2229;1838;o
2230;2230;1839;o
2231;2231;1840;o
2232;2232;1841;o
2233;2233;1841;d
2235;2235;1843;o
2236;2236;1844;o
2237;2237;1845;o
2238;2238;1845;d
2239;2239;1846;o
2240;2240;1847;o
2241;2241;1847;d
2242;2242;1848;o
2243;2243;1848;d
2246;2246;1851;o
2247;2247;1852;o
2248;2248;1853;o
2249;2249;1854;o
2250;2250;1855;o
2251;2251;1856;o
2252;2252;1857;o
2253;2253;1857;d
2254;2254;1858;o
2255;2255;1859;o
2256;2256;1860;o
2257;2257;1861;o
2258;2258;1861;d
2259;2259;1862;o
2260;2260;1863;o
2261;2261;1863;d
2263;2263;1865;o
2264;2264;1866;o
2265;2265;1867;o
2266;2266;1868;o
2267;2267;1869;o
2268;2268;1870;o
2269;2269;1871;o
2270;2270;1872;o
2271;2271;1872;d
2274;2274;1874;o
2275;2275;1874;d
2276;2276;1875;o
2277;2277;1876;o
2278;2278;1877;o
2279;2279;1878;o
2280;2280;1879;o
2281;2281;1880;o
2282;2282;1881;o
2283;2283;1882;o
2286;2286;1884;o
2287;2287;1885;o
2288;2288;1886;o
2289;2289;1886;d
2290;2290;1887;o
2291;2291;1888;o
2292;2292;1889;o
2293;2293;1890;o
2294;2294;1891;o
2295;2295;1892;o
2296;2296;1892;d
2297;2297;1893;o
2298;2298;1893;d
2299;2299;1894;o
2300;2300;1895;o
2301;2301;1895;d
2302;2302;1896;o
2303;2303;1897;o
2304;2304;1897;d
2305;2305;1898;o
2306;2306;1898;d
2307;2307;1899;o
2308;2308;1900;o
2309;2309;1901;o
2310;2310;1902;o
2311;2311;1902;d
2312;2312;1903;o
2313;2313;1904;o
2314;2314;1905;o
2315;2315;1905;d
2316;2316;1906;o
2317;2317;1907;o
2318;2318;1908;o
2319;2319;1909;o
2320;2320;1910;o
2321;2321;1911;o
2322;2322;1912;o
2323;2323;1913;o
2324;2324;1914;o
2325;2325;1915;o
2326;2326;1916;o
2327;2327;1917;o
2328;2328;1918;o
2329;2329;1919;o
2330;2330;1920;o
2331;2331;1921;o
2332;2332;1922;o
2333;2333;1922;d
2335;2335;1924;o
2336;2336;1925;o
2337;2337;1925;d
2338;2338;1926;o
2339;2339;1926;d
2340;2340;1927;o
2341;2341;1927;d
2342;2342;1928;o
2343;2343;1929;o
2344;2344;1930;o
2345;2345;1931;o
2346;2346;1931;d
2347;2347;1932;o
2348;2348;1933;o
2349;2349;1934;o
2350;2350;1934;d
2351;2351;1935;o
2352;2352;1936;o
2353;2353;1937;o
2354;2354;1938;o
2355;2355;1939;o
2356;2356;1940;o
2357;2357;1940;d
2358;2358;1941;o
2359;2359;1941;d
2361;2361;1943;o
2362;2362;1943;d
2363;2363;1944;o
2364;2364;1945;o
2365;2365;1946;o
2366;2366;1947;o
2367;2367;1947;d
2368;2368;1948;o
2369;2369;1948;d
2370;2370;1949;o
2371;2371;1950;o
2372;2372;1951;o
2373;2373;1952;o
2374;2374;1953;o
2375;2375;1954;o
2376;2376;1954;d
2377;2377;1955;o
2378;2378;1956;o
2379;2379;1957;o
2380;2380;1958;o
2381;2381;1958;d
2382;2382;1959;o
2383;2383;1960;o
2384;2384;1960;d
2385;2385;1961;o
2386;2386;1961;d
2387;2387;1962;o
2388;2388;1963;o
2389;2389;1964;o
2390;2390;1965;o
2391;2391;1966;o
2392;2392;1967;o
2393;2393;1968;o
2394;2394;1969;o
2395;2395;1970;o
2396;2396;1971;o
2397;2397;1972;o
2398;2398;1973;o
2399;2399;1974;o
2400;2400;1975;o
2401;2401;1976;o
2402;2402;1977;o
2403;2403;1978;o
2404;2404;1979;o
2405;2405;1979;d
2406;2406;1980;o
2407;2407;1981;o
2408;2408;1982;o
2409;2409;1983;o
2410;2410;1984;o
2411;2411;1984;d
2412;2412;1985;o
2413;2413;1986;o
2414;2414;1987;o
2415;2415;1987;d
2416;2416;1988;o
2417;2417;1989;o
2418;2418;1990;o
2419;2419;1991;o
2420;2420;1992;o
2421;2421;1992;d
2422;2422;1993;o
2423;2423;1994;o
2424;2424;1995;o
2425;2425;1996;o
2426;2426;1997;o
2427;2427;1997;d
2428;2428;1998;o
2429;2429;1999;o
2430;2430;2000;o
2431;2431;2001;o
2432;2432;2002;o
2433;2433;2003;o
2434;2434;2004;o
2435;2435;2005;o
2436;2436;2006;o
2437;2437;2007;o
2438;2438;2008;o
2439;2439;2008;d
2440;2440;2009;o
2441;2441;2010;o
2442;2442;2010;d
2443;2443;2011;o
2444;2444;2012;o
2445;2445;2013;o
2447;2447;2015;o
2448;2448;2015;d
2449;2449;2016;o
2450;2450;2017;o
2451;2451;2018;o
2452;2452;2019;o
2453;2453;2020;o
2454;2454;2021;o
2455;2455;2022;o
2456;2456;2022;d
2457;2457;2023;o
2458;2458;2023;d
2459;2459;2024;o
2460;2460;2025;o
2461;2461;2026;o
2462;2462;2027;o
2463;2463;2028;o
2464;2464;2029;o
2465;2465;2030;o
2467;2467;2032;o
2468;2468;2033;o
2469;2469;2034;o
2470;2470;2035;o
2471;2471;2035;d
2472;2472;2036;o
2473;2473;2037;o
2474;2474;2038;o
2475;2475;2039;o
2476;2476;2040;o
2477;2477;2040;d
2478;2478;2041;o
2479;2479;2042;o
2480;2480;2043;o
2481;2481;2044;o
2482;2482;2045;o
2483;2483;2045;d
2484;2484;2046;o
2485;2485;2047;o
2486;2486;2048;o
2487;2487;2049;o
2488;2488;2050;o
2489;2489;2051;o
2490;2490;2052;o
2491;2491;2053;o
2492;2492;2053;d
2493;2493;2054;o
2494;2494;2055;o
2495;2495;2056;o
2496;2496;2057;o
2497;2497;2058;o
2498;2498;2059;o
2499;2499;2060;o
2500;2500;2061;o
2501;2501;2062;o
2502;2502;2063;o
2503;2503;2064;o
2504;2504;2065;o
2505;2505;2066;o
2506;2506;2067;o
2507;2507;2068;o
2508;2508;2069;o
2509;2509;2069;d
2510;2510;2070;o
2511;2511;2071;o
2512;2512;2071;d
2513;2513;2072;o
2514;2514;2073;o
2515;2515;2074;o
2516;2516;2075;o
2517;2517;2076;o
2518;2518;2076;d
2519;2519;2077;o
2520;2520;2078;o
2521;2521;2079;o
2522;2522;2080;o
2523;2523;2080;d
2524;2524;2081;o
2525;2525;2082;o
2526;2526;2083;o
2527;2527;2084;o
2528;2528;2085;o
2529;2529;2086;o
2530;2530;2087;o
2531;2531;2088;o
2532;2532;2089;o
2533;2533;2090;o
2534;2534;2091;o
2535;2535;2092;o
2536;2536;2093;o
2537;2537;2094;o
2538;2538;2095;o
2539;2539;2096;o
2540;2540;2097;o
2542;2542;2099;o
2543;2543;2099;d
2545;2545;2101;o
2546;2546;2102;o
2547;2547;2103;o
2548;2548;2104;o
2549;2549;2105;o
2550;2550;2106;o
2551;2551;2107;o
2552;2552;2108;o
2553;2553;2109;o
2554;2554;2110;o
2555;2555;2111;o
2556;2556;2112;o
2557;2557;2113;o
2558;2558;2114;o
2559;2559;2115;o
2560;2560;2116;o
2561;2561;2117;o
2562;2562;2118;o
2563;2563;2119;o
2565;2565;2121;o
2566;2566;2122;o
2567;2567;2123;o
2568;2568;2123;d
2569;2569;2124;o
2570;2570;2124;d
2571;2571;2125;o
2572;2572;2126;o
2573;2573;2127;o
2574;2574;2128;o
2576;2576;2130;o
2577;2577;2131;o
2578;2578;2132;o
2579;2579;2133;o
2580;2580;2133;d
2581;2581;2134;o
2582;2582;2135;o
2583;2583;2136;o
2584;2584;2137;o
2585;2585;2138;o
2586;2586;2139;o
2587;2587;2139;d
2588;2588;2140;o
2589;2589;2141;o
2590;2590;2142;o
2591;2591;2142;d
2592;2592;2143;o
2593;2593;2143;d
2594;2594;2144;o
2596;2596;2146;o
2597;2597;2147;o
2598;2598;2147;d
2599;2599;2148;o
2600;2600;2149;o
2601;2601;2150;o
2602;2602;2150;d
2603;2603;2151;o
2604;2604;2152;o
2605;2605;2152;d
2606;2606;2153;o
2607;2607;2154;o
2608;2608;2155;o
2609;2609;2156;o
2610;2610;2156;d
2611;2611;2157;o
2612;2612;2158;o
2613;2613;2159;o
2614;2614;2160;o
2615;2615;2161;o
2616;2616;2162;o
2617;2617;2162;d
2618;2618;2163;o
2619;2619;2164;o
2620;2620;2164;d
2621;2621;2165;o
2622;2622;2166;o
2623;2623;2167;o
2625;2625;2169;o
2626;2626;2170;o
2628;2628;2172;o
2629;2629;2172;d
2630;2630;2173;o
2631;2631;2174;o
2632;2632;2174;d
2633;2633;2175;o
2635;2635;2176;o
2636;2636;2177;o
2637;2637;2178;o
2638;2638;2179;o
2639;2639;2180;o
2640;2640;2180;d
2642;2642;2182;o
2643;2643;2183;o
2644;2644;2184;o
2645;2645;2185;o
2646;2646;2186;o
2647;2647;2187;o
2648;2648;2187;d
2650;2650;2189;o
2651;2651;2189;d
2652;2652;2190;o
2653;2653;2191;o
2654;2654;2192;o
2655;2655;2193;o
2656;2656;2194;o
2657;2657;2195;o
2658;2658;2196;o
2659;2659;2197;o
2661;2661;2199;o
2662;2662;2200;o
2663;2663;2201;o
2666;2666;2203;o
2667;2667;2204;o
2668;2668;2204;d
2669;2669;2205;o
2670;2670;2206;o
2671;2671;2207;o
2672;2672;2208;o
2673;2673;2209;o
2674;2674;2209;d
2675;2675;2210;o
2676;2676;2211;o
2677;2677;2212;o
2678;2678;2212;d
2679;2679;2213;o
2680;2680;2213;d
2681;2681;2214;o
2682;2682;2214;d
2683;2683;2215;o
2684;2684;2216;o
2685;2685;2217;o
2686;2686;2218;o
2687;2687;2218;d
2688;2688;2219;o
2689;2689;2220;o
2690;2690;2221;o
2691;2691;2222;o
2692;2692;2223;o
2693;2693;2224;o
2694;2694;2225;o
2695;2695;2225;d
2696;2696;2226;o
2697;2697;2226;d
2698;2698;2227;o
2699;2699;2227;d
2700;2700;2228;o
2701;2701;2229;o
2702;2702;2230;o
2703;2703;2231;o
2704;2704;2232;o
2705;2705;2233;o
2706;2706;2234;o
2707;2707;2235;o
2708;2708;2236;o
2709;2709;2237;o
2712;2712;2239;o
2713;2713;2240;o
2714;2714;2241;o
2715;2715;2242;o
2716;2716;2243;o
2717;2717;2244;o
2718;2718;2244;d
2719;2719;2245;o
2720;2720;2246;o
2721;2721;2247;o
2724;2724;2250;o
2726;2726;2252;o
2727;2727;2252;d
2728;2728;2253;o
2729;2729;2254;o
2730;2730;2255;o
2731;2731;2256;o
2732;2732;2257;o
2733;2733;2258;o
2734;2734;2258;d
2735;2735;2259;o
2736;2736;2260;o
2738;2738;2261;o
2739;2739;2262;o
2740;2740;2263;o
2741;2741;2264;o
2742;2742;2265;o
2743;2743;2266;o
2744;2744;2266;d
2745;2745;2267;o
2746;2746;2268;o
2747;2747;2269;o
2748;2748;2269;d
2749;2749;2270;o
2750;2750;2270;d
2751;2751;2271;o
2752;2752;2272;o
2754;2754;2274;o
2755;2755;2275;o
2756;2756;2276;o
2758;2758;2278;o
2759;2759;2279;o
2760;2760;2280;o
2761;2761;2281;o
2762;2762;2282;o
2765;2765;2285;o
2766;2766;2286;o
2767;2767;2286;d
2768;2768;2287;o
2769;2769;2288;o
2770;2770;2289;o
2771;2771;2290;o
2772;2772;2290;d
2773;2773;2291;o
2774;2774;2291;d
2775;2775;2292;o
2776;2776;2293;o
2777;2777;2294;o
2778;2778;2295;o
2779;2779;2296;o
2780;2780;2296;d
2781;2781;2297;o
2782;2782;2298;o
2783;2783;2299;o
2784;2784;2300;o
2785;2785;2301;o
2786;2786;2302;o
2787;2787;2303;o
2788;2788;2304;o
2789;2789;2305;o
2790;2790;2306;o
2791;2791;2307;o
2794;2794;2309;o
2795;2795;2309;d
2796;2796;2310;o
2797;2797;2311;o
2798;2798;2312;o
2799;2799;2313;o
2800;2800;2314;o
2801;2801;2315;o
2802;2802;2316;o
2803;2803;2317;o
2804;2804;2317;d
2805;2805;2318;o
2806;2806;2319;o
2808;2808;2321;o
2809;2809;2322;o
2810;2810;2323;o
2811;2811;2324;o
2812;2812;2325;o
2813;2813;2326;o
2814;2814;2327;o
2815;2815;2328;o
2816;2816;2328;d
2817;2817;2329;o
2818;2818;2330;o
2819;2819;2331;o
2820;2820;2332;o
2821;2821;2333;o
2822;2822;2334;o
2823;2823;2335;o
2824;2824;2336;o
2825;2825;2337;o
2826;2826;2338;o
2827;2827;2339;o
2828;2828;2340;o
2829;2829;2341;o
2830;2830;2342;o
2831;2831;2343;o
2832;2832;2344;o
2833;2833;2344;d
2834;2834;2345;o
2835;2835;2346;o
2836;2836;2347;o
2837;2837;2347;d
2838;2838;2348;o
2839;2839;2349;o
2840;2840;2349;d
2841;2841;2350;o
2842;2842;2351;o
2843;2843;2352;o
2844;2844;2353;o
2845;2845;2354;o
2846;2846;2355;o
2847;2847;2356;o
2848;2848;2356;d
2849;2849;2357;o
2850;2850;2358;o
2851;2851;2359;o
2852;2852;2360;o
2853;2853;2361;o
2854;2854;2362;o
2855;2855;2362;d
2856;2856;2363;o
2857;2857;2364;o
2858;2858;2365;o
2859;2859;2366;o
2860;2860;2367;o
2862;2862;2369;o
2863;2863;2369;d
2864;2864;2370;o
2865;2865;2371;o
2866;2866;2371;d
2867;2867;2372;o
2868;2868;2373;o
2869;2869;2374;o
2870;2870;2375;o
2871;2871;2376;o
2872;2872;2377;o
2873;2873;2378;o
2874;2874;2379;o
2875;2875;2380;o
2876;2876;2381;o
2877;2877;2382;o
2878;2878;2383;o
2879;2879;2384;o
2880;2880;2385;o
2881;2881;2386;o
2882;2882;2387;o
2883;2883;2388;o
2884;2884;2389;o
2885;2885;2390;o
2886;2886;2390;d
2887;2887;2391;o
2888;2888;2392;o
2889;2889;2393;o
2890;2890;2394;o
2891;2891;2394;d
2892;2892;2395;o
2893;2893;2396;o
2894;2894;2397;o
2895;2895;2398;o
2896;2896;2399;o
2897;2897;2400;o
2898;2898;2400;d
2899;2899;2401;o
2900;2900;2402;o
2901;2901;2403;o
2902;2902;2404;o
2903;2903;2404;d
2904;2904;2405;o
2905;2905;2405;d
2906;2906;2406;o
2907;2907;2406;d
2908;2908;2407;o
2909;2909;2408;o
2910;2910;2409;o
2911;2911;2410;o
2912;2912;2410;d
2913;2913;2411;o
2915;2915;2413;o
2916;2916;2414;o
2917;2917;2415;o
2918;2918;2416;o
2919;2919;2416;d
2920;2920;2417;o
2921;2921;2418;o
2922;2922;2419;o
2923;2923;2420;o
2924;2924;2421;o
2925;2925;2421;d
2926;2926;2422;o
2927;2927;2422;d
2928;2928;2423;o
2929;2929;2424;o
2930;2930;2425;o
2932;2932;2427;o
2933;2933;2428;o
2934;2934;2428;d
2935;2935;2429;o
2936;2936;2430;o
2937;2937;2431;o
2938;2938;2432;o
2939;2939;2433;o
2940;2940;2434;o
2941;2941;2435;o
2942;2942;2436;o
2943;2943;2437;o
2944;2944;2438;o
2945;2945;2439;o
2946;2946;2439;d
2947;2947;2440;o
2948;2948;2441;o
2949;2949;2442;o
2950;2950;2443;o
2951;2951;2444;o
2952;2952;2445;o
2953;2953;2446;o
2954;2954;2447;o
2955;2955;2447;d
2956;2956;2448;o
2957;2957;2449;o
2958;2958;2450;o
2959;2959;2451;o
2960;2960;2452;o
2961;2961;2452;d
2962;2962;2453;o
2963;2963;2453;d
2964;2964;2454;o
2965;2965;2455;o
2966;2966;2456;o
2967;2967;2457;o
2968;2968;2458;o
2969;2969;2459;o
2970;2970;2459;d
2971;2971;2460;o
2972;2972;2461;o
2974;2974;2463;o
2975;2975;2464;o
