"disp_id","type_card","issued","issued_year","issued_month","issued_day","is_junior","is_gold","is_classic","has_card"
584,"junior",960817,1996,8,17,1,0,0,1
585,"other",NA,NA,NA,NA,0,0,0,0
586,"other",NA,NA,NA,NA,0,0,0,0
587,"other",NA,NA,NA,NA,0,0,0,0
588,"classic",940119,1994,1,19,0,0,1,1
589,"other",NA,NA,NA,NA,0,0,0,0
590,"other",NA,NA,NA,NA,0,0,0,0
591,"other",NA,NA,NA,NA,0,0,0,0
592,"classic",960114,1996,1,14,0,0,1,1
593,"classic",950627,1995,6,27,0,0,1,1
596,"other",NA,NA,NA,NA,0,0,0,0
597,"other",NA,NA,NA,NA,0,0,0,0
598,"other",NA,NA,NA,NA,0,0,0,0
599,"other",NA,NA,NA,NA,0,0,0,0
601,"other",NA,NA,NA,NA,0,0,0,0
602,"other",NA,NA,NA,NA,0,0,0,0
603,"other",NA,NA,NA,NA,0,0,0,0
604,"other",NA,NA,NA,NA,0,0,0,0
605,"other",NA,NA,NA,NA,0,0,0,0
606,"other",NA,NA,NA,NA,0,0,0,0
607,"other",NA,NA,NA,NA,0,0,0,0
608,"other",NA,NA,NA,NA,0,0,0,0
609,"other",NA,NA,NA,NA,0,0,0,0
610,"other",NA,NA,NA,NA,0,0,0,0
611,"other",NA,NA,NA,NA,0,0,0,0
612,"other",NA,NA,NA,NA,0,0,0,0
613,"other",NA,NA,NA,NA,0,0,0,0
614,"other",NA,NA,NA,NA,0,0,0,0
615,"other",NA,NA,NA,NA,0,0,0,0
616,"other",NA,NA,NA,NA,0,0,0,0
617,"other",NA,NA,NA,NA,0,0,0,0
618,"other",NA,NA,NA,NA,0,0,0,0
619,"other",NA,NA,NA,NA,0,0,0,0
620,"other",NA,NA,NA,NA,0,0,0,0
621,"other",NA,NA,NA,NA,0,0,0,0
622,"other",NA,NA,NA,NA,0,0,0,0
623,"other",NA,NA,NA,NA,0,0,0,0
624,"other",NA,NA,NA,NA,0,0,0,0
625,"other",NA,NA,NA,NA,0,0,0,0
626,"other",NA,NA,NA,NA,0,0,0,0
627,"other",NA,NA,NA,NA,0,0,0,0
628,"other",NA,NA,NA,NA,0,0,0,0
629,"junior",951116,1995,11,16,1,0,0,1
630,"other",NA,NA,NA,NA,0,0,0,0
631,"other",NA,NA,NA,NA,0,0,0,0
632,"other",NA,NA,NA,NA,0,0,0,0
633,"other",NA,NA,NA,NA,0,0,0,0
635,"other",NA,NA,NA,NA,0,0,0,0
636,"other",NA,NA,NA,NA,0,0,0,0
637,"other",NA,NA,NA,NA,0,0,0,0
638,"other",NA,NA,NA,NA,0,0,0,0
639,"other",NA,NA,NA,NA,0,0,0,0
640,"other",NA,NA,NA,NA,0,0,0,0
641,"other",NA,NA,NA,NA,0,0,0,0
642,"other",NA,NA,NA,NA,0,0,0,0
643,"other",NA,NA,NA,NA,0,0,0,0
644,"other",NA,NA,NA,NA,0,0,0,0
645,"other",NA,NA,NA,NA,0,0,0,0
646,"other",NA,NA,NA,NA,0,0,0,0
647,"other",NA,NA,NA,NA,0,0,0,0
648,"other",NA,NA,NA,NA,0,0,0,0
649,"junior",961123,1996,11,23,1,0,0,1
651,"other",NA,NA,NA,NA,0,0,0,0
652,"classic",951022,1995,10,22,0,0,1,1
653,"other",NA,NA,NA,NA,0,0,0,0
654,"other",NA,NA,NA,NA,0,0,0,0
655,"classic",960808,1996,8,8,0,0,1,1
656,"other",NA,NA,NA,NA,0,0,0,0
657,"other",NA,NA,NA,NA,0,0,0,0
658,"other",NA,NA,NA,NA,0,0,0,0
659,"other",NA,NA,NA,NA,0,0,0,0
660,"other",NA,NA,NA,NA,0,0,0,0
661,"other",NA,NA,NA,NA,0,0,0,0
662,"other",NA,NA,NA,NA,0,0,0,0
663,"other",NA,NA,NA,NA,0,0,0,0
664,"other",NA,NA,NA,NA,0,0,0,0
665,"other",NA,NA,NA,NA,0,0,0,0
666,"junior",960722,1996,7,22,1,0,0,1
667,"other",NA,NA,NA,NA,0,0,0,0
668,"other",NA,NA,NA,NA,0,0,0,0
669,"other",NA,NA,NA,NA,0,0,0,0
670,"other",NA,NA,NA,NA,0,0,0,0
671,"other",NA,NA,NA,NA,0,0,0,0
672,"other",NA,NA,NA,NA,0,0,0,0
673,"other",NA,NA,NA,NA,0,0,0,0
674,"other",NA,NA,NA,NA,0,0,0,0
675,"other",NA,NA,NA,NA,0,0,0,0
676,"other",NA,NA,NA,NA,0,0,0,0
677,"other",NA,NA,NA,NA,0,0,0,0
678,"other",NA,NA,NA,NA,0,0,0,0
679,"other",NA,NA,NA,NA,0,0,0,0
680,"other",NA,NA,NA,NA,0,0,0,0
681,"other",NA,NA,NA,NA,0,0,0,0
682,"other",NA,NA,NA,NA,0,0,0,0
683,"other",NA,NA,NA,NA,0,0,0,0
684,"other",NA,NA,NA,NA,0,0,0,0
685,"other",NA,NA,NA,NA,0,0,0,0
686,"other",NA,NA,NA,NA,0,0,0,0
687,"other",NA,NA,NA,NA,0,0,0,0
688,"other",NA,NA,NA,NA,0,0,0,0
689,"other",NA,NA,NA,NA,0,0,0,0
690,"other",NA,NA,NA,NA,0,0,0,0
691,"other",NA,NA,NA,NA,0,0,0,0
692,"other",NA,NA,NA,NA,0,0,0,0
693,"other",NA,NA,NA,NA,0,0,0,0
694,"other",NA,NA,NA,NA,0,0,0,0
695,"other",NA,NA,NA,NA,0,0,0,0
696,"other",NA,NA,NA,NA,0,0,0,0
697,"other",NA,NA,NA,NA,0,0,0,0
698,"other",NA,NA,NA,NA,0,0,0,0
699,"other",NA,NA,NA,NA,0,0,0,0
700,"other",NA,NA,NA,NA,0,0,0,0
702,"other",NA,NA,NA,NA,0,0,0,0
703,"other",NA,NA,NA,NA,0,0,0,0
704,"other",NA,NA,NA,NA,0,0,0,0
705,"other",NA,NA,NA,NA,0,0,0,0
706,"other",NA,NA,NA,NA,0,0,0,0
707,"other",NA,NA,NA,NA,0,0,0,0
708,"other",NA,NA,NA,NA,0,0,0,0
709,"other",NA,NA,NA,NA,0,0,0,0
710,"other",NA,NA,NA,NA,0,0,0,0
711,"other",NA,NA,NA,NA,0,0,0,0
712,"other",NA,NA,NA,NA,0,0,0,0
713,"other",NA,NA,NA,NA,0,0,0,0
714,"classic",960523,1996,5,23,0,0,1,1
715,"other",NA,NA,NA,NA,0,0,0,0
716,"other",NA,NA,NA,NA,0,0,0,0
717,"other",NA,NA,NA,NA,0,0,0,0
718,"other",NA,NA,NA,NA,0,0,0,0
719,"other",NA,NA,NA,NA,0,0,0,0
720,"other",NA,NA,NA,NA,0,0,0,0
721,"other",NA,NA,NA,NA,0,0,0,0
722,"other",NA,NA,NA,NA,0,0,0,0
723,"other",NA,NA,NA,NA,0,0,0,0
724,"other",NA,NA,NA,NA,0,0,0,0
725,"other",NA,NA,NA,NA,0,0,0,0
726,"other",NA,NA,NA,NA,0,0,0,0
727,"other",NA,NA,NA,NA,0,0,0,0
728,"other",NA,NA,NA,NA,0,0,0,0
729,"other",NA,NA,NA,NA,0,0,0,0
730,"other",NA,NA,NA,NA,0,0,0,0
731,"other",NA,NA,NA,NA,0,0,0,0
732,"other",NA,NA,NA,NA,0,0,0,0
733,"other",NA,NA,NA,NA,0,0,0,0
734,"other",NA,NA,NA,NA,0,0,0,0
735,"other",NA,NA,NA,NA,0,0,0,0
736,"other",NA,NA,NA,NA,0,0,0,0
737,"other",NA,NA,NA,NA,0,0,0,0
738,"other",NA,NA,NA,NA,0,0,0,0
739,"other",NA,NA,NA,NA,0,0,0,0
740,"other",NA,NA,NA,NA,0,0,0,0
741,"other",NA,NA,NA,NA,0,0,0,0
742,"other",NA,NA,NA,NA,0,0,0,0
743,"other",NA,NA,NA,NA,0,0,0,0
744,"other",NA,NA,NA,NA,0,0,0,0
745,"other",NA,NA,NA,NA,0,0,0,0
746,"other",NA,NA,NA,NA,0,0,0,0
747,"other",NA,NA,NA,NA,0,0,0,0
748,"other",NA,NA,NA,NA,0,0,0,0
749,"other",NA,NA,NA,NA,0,0,0,0
750,"other",NA,NA,NA,NA,0,0,0,0
751,"other",NA,NA,NA,NA,0,0,0,0
752,"other",NA,NA,NA,NA,0,0,0,0
753,"other",NA,NA,NA,NA,0,0,0,0
754,"other",NA,NA,NA,NA,0,0,0,0
755,"other",NA,NA,NA,NA,0,0,0,0
756,"other",NA,NA,NA,NA,0,0,0,0
757,"other",NA,NA,NA,NA,0,0,0,0
758,"other",NA,NA,NA,NA,0,0,0,0
759,"other",NA,NA,NA,NA,0,0,0,0
760,"other",NA,NA,NA,NA,0,0,0,0
762,"other",NA,NA,NA,NA,0,0,0,0
763,"other",NA,NA,NA,NA,0,0,0,0
764,"other",NA,NA,NA,NA,0,0,0,0
765,"other",NA,NA,NA,NA,0,0,0,0
766,"other",NA,NA,NA,NA,0,0,0,0
767,"other",NA,NA,NA,NA,0,0,0,0
768,"other",NA,NA,NA,NA,0,0,0,0
769,"other",NA,NA,NA,NA,0,0,0,0
772,"other",NA,NA,NA,NA,0,0,0,0
773,"other",NA,NA,NA,NA,0,0,0,0
774,"other",NA,NA,NA,NA,0,0,0,0
775,"other",NA,NA,NA,NA,0,0,0,0
776,"other",NA,NA,NA,NA,0,0,0,0
777,"other",NA,NA,NA,NA,0,0,0,0
778,"classic",950728,1995,7,28,0,0,1,1
779,"other",NA,NA,NA,NA,0,0,0,0
780,"other",NA,NA,NA,NA,0,0,0,0
781,"other",NA,NA,NA,NA,0,0,0,0
782,"other",NA,NA,NA,NA,0,0,0,0
783,"other",NA,NA,NA,NA,0,0,0,0
784,"other",NA,NA,NA,NA,0,0,0,0
785,"other",NA,NA,NA,NA,0,0,0,0
786,"other",NA,NA,NA,NA,0,0,0,0
787,"other",NA,NA,NA,NA,0,0,0,0
788,"other",NA,NA,NA,NA,0,0,0,0
789,"other",NA,NA,NA,NA,0,0,0,0
790,"other",NA,NA,NA,NA,0,0,0,0
791,"other",NA,NA,NA,NA,0,0,0,0
793,"other",NA,NA,NA,NA,0,0,0,0
794,"other",NA,NA,NA,NA,0,0,0,0
796,"other",NA,NA,NA,NA,0,0,0,0
797,"other",NA,NA,NA,NA,0,0,0,0
798,"classic",970822,1997,8,22,0,0,1,1
799,"other",NA,NA,NA,NA,0,0,0,0
803,"other",NA,NA,NA,NA,0,0,0,0
804,"other",NA,NA,NA,NA,0,0,0,0
806,"other",NA,NA,NA,NA,0,0,0,0
807,"other",NA,NA,NA,NA,0,0,0,0
808,"other",NA,NA,NA,NA,0,0,0,0
809,"other",NA,NA,NA,NA,0,0,0,0
810,"other",NA,NA,NA,NA,0,0,0,0
811,"other",NA,NA,NA,NA,0,0,0,0
812,"other",NA,NA,NA,NA,0,0,0,0
813,"other",NA,NA,NA,NA,0,0,0,0
814,"other",NA,NA,NA,NA,0,0,0,0
815,"other",NA,NA,NA,NA,0,0,0,0
816,"other",NA,NA,NA,NA,0,0,0,0
818,"other",NA,NA,NA,NA,0,0,0,0
819,"other",NA,NA,NA,NA,0,0,0,0
820,"other",NA,NA,NA,NA,0,0,0,0
821,"other",NA,NA,NA,NA,0,0,0,0
822,"other",NA,NA,NA,NA,0,0,0,0
823,"other",NA,NA,NA,NA,0,0,0,0
824,"other",NA,NA,NA,NA,0,0,0,0
825,"other",NA,NA,NA,NA,0,0,0,0
826,"other",NA,NA,NA,NA,0,0,0,0
827,"other",NA,NA,NA,NA,0,0,0,0
828,"other",NA,NA,NA,NA,0,0,0,0
829,"other",NA,NA,NA,NA,0,0,0,0
830,"other",NA,NA,NA,NA,0,0,0,0
831,"other",NA,NA,NA,NA,0,0,0,0
832,"other",NA,NA,NA,NA,0,0,0,0
833,"other",NA,NA,NA,NA,0,0,0,0
834,"other",NA,NA,NA,NA,0,0,0,0
835,"other",NA,NA,NA,NA,0,0,0,0
836,"other",NA,NA,NA,NA,0,0,0,0
837,"other",NA,NA,NA,NA,0,0,0,0
838,"other",NA,NA,NA,NA,0,0,0,0
839,"other",NA,NA,NA,NA,0,0,0,0
840,"other",NA,NA,NA,NA,0,0,0,0
841,"other",NA,NA,NA,NA,0,0,0,0
842,"other",NA,NA,NA,NA,0,0,0,0
843,"other",NA,NA,NA,NA,0,0,0,0
844,"other",NA,NA,NA,NA,0,0,0,0
845,"other",NA,NA,NA,NA,0,0,0,0
846,"other",NA,NA,NA,NA,0,0,0,0
847,"other",NA,NA,NA,NA,0,0,0,0
849,"other",NA,NA,NA,NA,0,0,0,0
850,"other",NA,NA,NA,NA,0,0,0,0
851,"other",NA,NA,NA,NA,0,0,0,0
852,"other",NA,NA,NA,NA,0,0,0,0
853,"other",NA,NA,NA,NA,0,0,0,0
854,"other",NA,NA,NA,NA,0,0,0,0
855,"other",NA,NA,NA,NA,0,0,0,0
856,"other",NA,NA,NA,NA,0,0,0,0
857,"other",NA,NA,NA,NA,0,0,0,0
858,"other",NA,NA,NA,NA,0,0,0,0
859,"classic",960330,1996,3,30,0,0,1,1
860,"other",NA,NA,NA,NA,0,0,0,0
861,"other",NA,NA,NA,NA,0,0,0,0
862,"other",NA,NA,NA,NA,0,0,0,0
863,"other",NA,NA,NA,NA,0,0,0,0
864,"other",NA,NA,NA,NA,0,0,0,0
865,"other",NA,NA,NA,NA,0,0,0,0
866,"other",NA,NA,NA,NA,0,0,0,0
870,"other",NA,NA,NA,NA,0,0,0,0
871,"other",NA,NA,NA,NA,0,0,0,0
872,"other",NA,NA,NA,NA,0,0,0,0
873,"other",NA,NA,NA,NA,0,0,0,0
874,"other",NA,NA,NA,NA,0,0,0,0
875,"other",NA,NA,NA,NA,0,0,0,0
876,"classic",960916,1996,9,16,0,0,1,1
877,"other",NA,NA,NA,NA,0,0,0,0
878,"other",NA,NA,NA,NA,0,0,0,0
879,"other",NA,NA,NA,NA,0,0,0,0
880,"other",NA,NA,NA,NA,0,0,0,0
881,"other",NA,NA,NA,NA,0,0,0,0
882,"other",NA,NA,NA,NA,0,0,0,0
883,"other",NA,NA,NA,NA,0,0,0,0
884,"other",NA,NA,NA,NA,0,0,0,0
885,"other",NA,NA,NA,NA,0,0,0,0
886,"other",NA,NA,NA,NA,0,0,0,0
887,"other",NA,NA,NA,NA,0,0,0,0
888,"other",NA,NA,NA,NA,0,0,0,0
889,"other",NA,NA,NA,NA,0,0,0,0
890,"other",NA,NA,NA,NA,0,0,0,0
891,"other",NA,NA,NA,NA,0,0,0,0
892,"other",NA,NA,NA,NA,0,0,0,0
893,"other",NA,NA,NA,NA,0,0,0,0
894,"other",NA,NA,NA,NA,0,0,0,0
895,"other",NA,NA,NA,NA,0,0,0,0
896,"other",NA,NA,NA,NA,0,0,0,0
897,"other",NA,NA,NA,NA,0,0,0,0
898,"other",NA,NA,NA,NA,0,0,0,0
899,"other",NA,NA,NA,NA,0,0,0,0
900,"other",NA,NA,NA,NA,0,0,0,0
901,"other",NA,NA,NA,NA,0,0,0,0
902,"other",NA,NA,NA,NA,0,0,0,0
903,"other",NA,NA,NA,NA,0,0,0,0
904,"other",NA,NA,NA,NA,0,0,0,0
905,"other",NA,NA,NA,NA,0,0,0,0
906,"other",NA,NA,NA,NA,0,0,0,0
907,"classic",960424,1996,4,24,0,0,1,1
908,"other",NA,NA,NA,NA,0,0,0,0
909,"other",NA,NA,NA,NA,0,0,0,0
910,"other",NA,NA,NA,NA,0,0,0,0
911,"other",NA,NA,NA,NA,0,0,0,0
912,"other",NA,NA,NA,NA,0,0,0,0
913,"other",NA,NA,NA,NA,0,0,0,0
914,"other",NA,NA,NA,NA,0,0,0,0
915,"other",NA,NA,NA,NA,0,0,0,0
916,"other",NA,NA,NA,NA,0,0,0,0
917,"other",NA,NA,NA,NA,0,0,0,0
918,"other",NA,NA,NA,NA,0,0,0,0
921,"other",NA,NA,NA,NA,0,0,0,0
922,"other",NA,NA,NA,NA,0,0,0,0
923,"other",NA,NA,NA,NA,0,0,0,0
924,"other",NA,NA,NA,NA,0,0,0,0
925,"other",NA,NA,NA,NA,0,0,0,0
926,"other",NA,NA,NA,NA,0,0,0,0
927,"other",NA,NA,NA,NA,0,0,0,0
928,"other",NA,NA,NA,NA,0,0,0,0
929,"other",NA,NA,NA,NA,0,0,0,0
930,"other",NA,NA,NA,NA,0,0,0,0
931,"other",NA,NA,NA,NA,0,0,0,0
932,"other",NA,NA,NA,NA,0,0,0,0
933,"other",NA,NA,NA,NA,0,0,0,0
934,"other",NA,NA,NA,NA,0,0,0,0
935,"other",NA,NA,NA,NA,0,0,0,0
936,"other",NA,NA,NA,NA,0,0,0,0
937,"other",NA,NA,NA,NA,0,0,0,0
938,"other",NA,NA,NA,NA,0,0,0,0
939,"other",NA,NA,NA,NA,0,0,0,0
940,"other",NA,NA,NA,NA,0,0,0,0
941,"other",NA,NA,NA,NA,0,0,0,0
942,"other",NA,NA,NA,NA,0,0,0,0
943,"other",NA,NA,NA,NA,0,0,0,0
944,"other",NA,NA,NA,NA,0,0,0,0
945,"other",NA,NA,NA,NA,0,0,0,0
946,"other",NA,NA,NA,NA,0,0,0,0
948,"other",NA,NA,NA,NA,0,0,0,0
949,"other",NA,NA,NA,NA,0,0,0,0
950,"other",NA,NA,NA,NA,0,0,0,0
951,"other",NA,NA,NA,NA,0,0,0,0
952,"other",NA,NA,NA,NA,0,0,0,0
953,"other",NA,NA,NA,NA,0,0,0,0
954,"other",NA,NA,NA,NA,0,0,0,0
955,"other",NA,NA,NA,NA,0,0,0,0
956,"other",NA,NA,NA,NA,0,0,0,0
957,"other",NA,NA,NA,NA,0,0,0,0
958,"other",NA,NA,NA,NA,0,0,0,0
959,"other",NA,NA,NA,NA,0,0,0,0
960,"other",NA,NA,NA,NA,0,0,0,0
961,"other",NA,NA,NA,NA,0,0,0,0
962,"other",NA,NA,NA,NA,0,0,0,0
963,"other",NA,NA,NA,NA,0,0,0,0
964,"other",NA,NA,NA,NA,0,0,0,0
965,"other",NA,NA,NA,NA,0,0,0,0
966,"other",NA,NA,NA,NA,0,0,0,0
967,"junior",961223,1996,12,23,1,0,0,1
968,"other",NA,NA,NA,NA,0,0,0,0
970,"other",NA,NA,NA,NA,0,0,0,0
971,"other",NA,NA,NA,NA,0,0,0,0
972,"other",NA,NA,NA,NA,0,0,0,0
973,"other",NA,NA,NA,NA,0,0,0,0
974,"other",NA,NA,NA,NA,0,0,0,0
975,"other",NA,NA,NA,NA,0,0,0,0
976,"other",NA,NA,NA,NA,0,0,0,0
977,"other",NA,NA,NA,NA,0,0,0,0
978,"other",NA,NA,NA,NA,0,0,0,0
979,"other",NA,NA,NA,NA,0,0,0,0
980,"other",NA,NA,NA,NA,0,0,0,0
981,"other",NA,NA,NA,NA,0,0,0,0
984,"classic",960918,1996,9,18,0,0,1,1
985,"other",NA,NA,NA,NA,0,0,0,0
986,"other",NA,NA,NA,NA,0,0,0,0
987,"other",NA,NA,NA,NA,0,0,0,0
988,"other",NA,NA,NA,NA,0,0,0,0
989,"other",NA,NA,NA,NA,0,0,0,0
990,"other",NA,NA,NA,NA,0,0,0,0
991,"other",NA,NA,NA,NA,0,0,0,0
992,"other",NA,NA,NA,NA,0,0,0,0
993,"other",NA,NA,NA,NA,0,0,0,0
994,"other",NA,NA,NA,NA,0,0,0,0
995,"other",NA,NA,NA,NA,0,0,0,0
996,"other",NA,NA,NA,NA,0,0,0,0
997,"other",NA,NA,NA,NA,0,0,0,0
998,"other",NA,NA,NA,NA,0,0,0,0
999,"classic",950305,1995,3,5,0,0,1,1
1000,"other",NA,NA,NA,NA,0,0,0,0
1001,"other",NA,NA,NA,NA,0,0,0,0
1002,"other",NA,NA,NA,NA,0,0,0,0
1003,"other",NA,NA,NA,NA,0,0,0,0
1004,"other",NA,NA,NA,NA,0,0,0,0
1006,"other",NA,NA,NA,NA,0,0,0,0
1007,"other",NA,NA,NA,NA,0,0,0,0
1008,"other",NA,NA,NA,NA,0,0,0,0
1009,"other",NA,NA,NA,NA,0,0,0,0
1010,"other",NA,NA,NA,NA,0,0,0,0
1011,"classic",950915,1995,9,15,0,0,1,1
1012,"other",NA,NA,NA,NA,0,0,0,0
1013,"other",NA,NA,NA,NA,0,0,0,0
1014,"other",NA,NA,NA,NA,0,0,0,0
1015,"other",NA,NA,NA,NA,0,0,0,0
1016,"other",NA,NA,NA,NA,0,0,0,0
1017,"other",NA,NA,NA,NA,0,0,0,0
1018,"classic",950124,1995,1,24,0,0,1,1
1019,"other",NA,NA,NA,NA,0,0,0,0
1020,"other",NA,NA,NA,NA,0,0,0,0
1021,"other",NA,NA,NA,NA,0,0,0,0
1022,"other",NA,NA,NA,NA,0,0,0,0
1023,"other",NA,NA,NA,NA,0,0,0,0
1024,"other",NA,NA,NA,NA,0,0,0,0
1025,"other",NA,NA,NA,NA,0,0,0,0
1026,"other",NA,NA,NA,NA,0,0,0,0
1027,"other",NA,NA,NA,NA,0,0,0,0
1028,"other",NA,NA,NA,NA,0,0,0,0
1029,"other",NA,NA,NA,NA,0,0,0,0
1030,"other",NA,NA,NA,NA,0,0,0,0
1031,"other",NA,NA,NA,NA,0,0,0,0
1032,"other",NA,NA,NA,NA,0,0,0,0
1033,"other",NA,NA,NA,NA,0,0,0,0
1034,"other",NA,NA,NA,NA,0,0,0,0
1035,"other",NA,NA,NA,NA,0,0,0,0
1036,"other",NA,NA,NA,NA,0,0,0,0
1037,"other",NA,NA,NA,NA,0,0,0,0
1038,"other",NA,NA,NA,NA,0,0,0,0
1039,"junior",941204,1994,12,4,1,0,0,1
1040,"other",NA,NA,NA,NA,0,0,0,0
1041,"other",NA,NA,NA,NA,0,0,0,0
1042,"other",NA,NA,NA,NA,0,0,0,0
1043,"other",NA,NA,NA,NA,0,0,0,0
1044,"other",NA,NA,NA,NA,0,0,0,0
1045,"other",NA,NA,NA,NA,0,0,0,0
1046,"other",NA,NA,NA,NA,0,0,0,0
1047,"other",NA,NA,NA,NA,0,0,0,0
1048,"other",NA,NA,NA,NA,0,0,0,0
1049,"other",NA,NA,NA,NA,0,0,0,0
1050,"other",NA,NA,NA,NA,0,0,0,0
1051,"other",NA,NA,NA,NA,0,0,0,0
1052,"other",NA,NA,NA,NA,0,0,0,0
1053,"other",NA,NA,NA,NA,0,0,0,0
1054,"other",NA,NA,NA,NA,0,0,0,0
1055,"other",NA,NA,NA,NA,0,0,0,0
1056,"other",NA,NA,NA,NA,0,0,0,0
1057,"other",NA,NA,NA,NA,0,0,0,0
1058,"other",NA,NA,NA,NA,0,0,0,0
1059,"other",NA,NA,NA,NA,0,0,0,0
1060,"other",NA,NA,NA,NA,0,0,0,0
1062,"other",NA,NA,NA,NA,0,0,0,0
1063,"other",NA,NA,NA,NA,0,0,0,0
1064,"other",NA,NA,NA,NA,0,0,0,0
1065,"other",NA,NA,NA,NA,0,0,0,0
1066,"classic",940819,1994,8,19,0,0,1,1
1067,"other",NA,NA,NA,NA,0,0,0,0
1068,"other",NA,NA,NA,NA,0,0,0,0
1069,"other",NA,NA,NA,NA,0,0,0,0
1070,"other",NA,NA,NA,NA,0,0,0,0
1071,"other",NA,NA,NA,NA,0,0,0,0
1072,"other",NA,NA,NA,NA,0,0,0,0
1073,"other",NA,NA,NA,NA,0,0,0,0
1074,"other",NA,NA,NA,NA,0,0,0,0
1075,"other",NA,NA,NA,NA,0,0,0,0
1076,"other",NA,NA,NA,NA,0,0,0,0
1077,"other",NA,NA,NA,NA,0,0,0,0
1078,"other",NA,NA,NA,NA,0,0,0,0
1079,"other",NA,NA,NA,NA,0,0,0,0
1080,"classic",960508,1996,5,8,0,0,1,1
1081,"other",NA,NA,NA,NA,0,0,0,0
1082,"other",NA,NA,NA,NA,0,0,0,0
1083,"other",NA,NA,NA,NA,0,0,0,0
1084,"other",NA,NA,NA,NA,0,0,0,0
1085,"other",NA,NA,NA,NA,0,0,0,0
1086,"other",NA,NA,NA,NA,0,0,0,0
1087,"other",NA,NA,NA,NA,0,0,0,0
1088,"other",NA,NA,NA,NA,0,0,0,0
1089,"other",NA,NA,NA,NA,0,0,0,0
1090,"other",NA,NA,NA,NA,0,0,0,0
1091,"other",NA,NA,NA,NA,0,0,0,0
1092,"other",NA,NA,NA,NA,0,0,0,0
1093,"other",NA,NA,NA,NA,0,0,0,0
1094,"other",NA,NA,NA,NA,0,0,0,0
1095,"other",NA,NA,NA,NA,0,0,0,0
1096,"other",NA,NA,NA,NA,0,0,0,0
1097,"other",NA,NA,NA,NA,0,0,0,0
1098,"other",NA,NA,NA,NA,0,0,0,0
1099,"other",NA,NA,NA,NA,0,0,0,0
1100,"other",NA,NA,NA,NA,0,0,0,0
1101,"other",NA,NA,NA,NA,0,0,0,0
1102,"other",NA,NA,NA,NA,0,0,0,0
1103,"other",NA,NA,NA,NA,0,0,0,0
1104,"other",NA,NA,NA,NA,0,0,0,0
1105,"other",NA,NA,NA,NA,0,0,0,0
1106,"other",NA,NA,NA,NA,0,0,0,0
1107,"other",NA,NA,NA,NA,0,0,0,0
1108,"other",NA,NA,NA,NA,0,0,0,0
1109,"other",NA,NA,NA,NA,0,0,0,0
1110,"other",NA,NA,NA,NA,0,0,0,0
1111,"other",NA,NA,NA,NA,0,0,0,0
1112,"other",NA,NA,NA,NA,0,0,0,0
1113,"other",NA,NA,NA,NA,0,0,0,0
1114,"other",NA,NA,NA,NA,0,0,0,0
1115,"other",NA,NA,NA,NA,0,0,0,0
1116,"other",NA,NA,NA,NA,0,0,0,0
1117,"other",NA,NA,NA,NA,0,0,0,0
1118,"other",NA,NA,NA,NA,0,0,0,0
1119,"other",NA,NA,NA,NA,0,0,0,0
1120,"other",NA,NA,NA,NA,0,0,0,0
1121,"other",NA,NA,NA,NA,0,0,0,0
1122,"other",NA,NA,NA,NA,0,0,0,0
1123,"other",NA,NA,NA,NA,0,0,0,0
1124,"other",NA,NA,NA,NA,0,0,0,0
1125,"other",NA,NA,NA,NA,0,0,0,0
1126,"other",NA,NA,NA,NA,0,0,0,0
1127,"other",NA,NA,NA,NA,0,0,0,0
1128,"other",NA,NA,NA,NA,0,0,0,0
1129,"other",NA,NA,NA,NA,0,0,0,0
1130,"other",NA,NA,NA,NA,0,0,0,0
1131,"other",NA,NA,NA,NA,0,0,0,0
1132,"other",NA,NA,NA,NA,0,0,0,0
1133,"other",NA,NA,NA,NA,0,0,0,0
1134,"other",NA,NA,NA,NA,0,0,0,0
1135,"other",NA,NA,NA,NA,0,0,0,0
1136,"other",NA,NA,NA,NA,0,0,0,0
1137,"other",NA,NA,NA,NA,0,0,0,0
1138,"other",NA,NA,NA,NA,0,0,0,0
1139,"other",NA,NA,NA,NA,0,0,0,0
1140,"other",NA,NA,NA,NA,0,0,0,0
1141,"other",NA,NA,NA,NA,0,0,0,0
1142,"other",NA,NA,NA,NA,0,0,0,0
1143,"other",NA,NA,NA,NA,0,0,0,0
1145,"other",NA,NA,NA,NA,0,0,0,0
1146,"classic",940619,1994,6,19,0,0,1,1
1147,"other",NA,NA,NA,NA,0,0,0,0
1148,"other",NA,NA,NA,NA,0,0,0,0
1149,"other",NA,NA,NA,NA,0,0,0,0
1150,"other",NA,NA,NA,NA,0,0,0,0
1151,"other",NA,NA,NA,NA,0,0,0,0
1152,"other",NA,NA,NA,NA,0,0,0,0
1153,"other",NA,NA,NA,NA,0,0,0,0
1154,"other",NA,NA,NA,NA,0,0,0,0
1155,"other",NA,NA,NA,NA,0,0,0,0
1156,"other",NA,NA,NA,NA,0,0,0,0
1157,"other",NA,NA,NA,NA,0,0,0,0
1158,"other",NA,NA,NA,NA,0,0,0,0
1159,"other",NA,NA,NA,NA,0,0,0,0
1160,"other",NA,NA,NA,NA,0,0,0,0
1161,"other",NA,NA,NA,NA,0,0,0,0
1162,"other",NA,NA,NA,NA,0,0,0,0
1163,"other",NA,NA,NA,NA,0,0,0,0
1164,"other",NA,NA,NA,NA,0,0,0,0
